trade_date,pb1220,pb1098,pb854,pb732,pb610,pb488,pb366,pb244,pb122,pb61,min1,min2,min3,max1,max2,max3,close,pb1,maxdif
20111216,2.8258,2.7418,2.2815,2.187,2.1864,2.032,1.8837,1.8002,1.7359,1.6563,1.6563,1.7359,1.8002,2.8258,2.7418,2.2815,4.17,1.6159,-1.2099000000000002
20111219,2.8245,2.7397,2.2794,2.1861,2.1852,2.0298,1.8823,1.7993,1.734,1.6555,1.6555,1.734,1.7993,2.8245,2.7397,2.2794,4.17,1.6159,-1.2086000000000001
20111220,2.823,2.7378,2.2773,2.1852,2.184,2.0276,1.8809,1.7983,1.732,1.6548,1.6548,1.732,1.7983,2.823,2.7378,2.2773,4.15,1.6081,-1.2148999999999999
20111221,2.8221,2.7358,2.2751,2.1843,2.1826,2.0252,1.8795,1.7973,1.7298,1.6538,1.6538,1.7298,1.7973,2.8221,2.7358,2.2751,4.13,1.6004,-1.2216999999999998
20111222,2.8211,2.7337,2.273,2.1835,2.181,2.0229,1.8782,1.7963,1.7274,1.6529,1.6529,1.7274,1.7963,2.8211,2.7337,2.273,4.15,1.6081,-1.2129999999999999
20111223,2.8202,2.7319,2.2708,2.1827,2.1794,2.0205,1.8769,1.7954,1.7247,1.6521,1.6521,1.7247,1.7954,2.8202,2.7319,2.2708,4.17,1.6159,-1.2043
20111226,2.8192,2.7299,2.2686,2.182,2.1777,2.0181,1.8756,1.7945,1.7221,1.6512,1.6512,1.7221,1.7945,2.8192,2.7299,2.2686,4.17,1.6159,-1.2033
20111227,2.8182,2.728,2.2664,2.1812,2.1759,2.0158,1.8743,1.7936,1.7194,1.651,1.651,1.7194,1.7936,2.8182,2.728,2.2664,4.17,1.6159,-1.2023000000000001
20111228,2.8173,2.7263,2.2643,2.1803,2.1741,2.0136,1.873,1.7927,1.7168,1.6508,1.6508,1.7168,1.7927,2.8173,2.7263,2.2643,4.19,1.6236,-1.1937
20111229,2.8164,2.7246,2.2621,2.1793,2.1723,2.0113,1.8716,1.7919,1.7143,1.6511,1.6511,1.7143,1.7919,2.8164,2.7246,2.2621,4.2,1.6275,-1.1888999999999998
